"";"X";"Name";"Platform";"Year_of_Release";"Genre";"Publisher";"NA_Sales";"EU_Sales";"JP_Sales";"Other_Sales";"Global_Sales";"Critic_Score";"Critic_Count";"User_Score";"User_Count";"Developer";"Rating";"Top_20_Devs";"Dev_Count"
"159";159;"Animal Crossing: City Folk";"Wii";"2008";"Simulation";"Nintendo";1,82;1,12;1,32;0,36;4,62;73;50;7,6;119;"Nintendo";"E";1;67
"160";160;"Uncharted: The Nathan Drake Collection";"PS4";"2015";"Action";"Sony Computer Entertainment";2,07;1,71;0,08;0,76;4,62;86;78;8,6;1264;"Bluepoint Games";"T";0;5
"161";161;"The Legend of Zelda: The Wind Waker";"GC";"2002";"Action";"Nintendo";2,6;0,99;0,89;0,13;4,6;96;80;8,9;968;"Nintendo";"E";1;67
"162";162;"Guitar Hero III: Legends of Rock";"Wii";"2007";"Misc";"Activision";3,04;1,11;0;0,43;4,6;86;36;8,4;87;"Vicarious Visions";"T";0;60
"163";163;"Luigi's Mansion: Dark Moon";"3DS";"2013";"Action";"Nintendo";1,8;1,39;1,11;0,29;4,59;86;74;8,5;458;"Next Level Games";"E";0;13
"164";164;"Forza Motorsport 4";"X360";"2011";"Racing";"Microsoft Game Studios";2,08;1,97;0,06;0,46;4,57;91;83;8,2;617;"Turn 10";"E";1;5
"165";165;"Madden NFL 2005";"PS2";"2004";"Sports";"Electronic Arts";4,18;0,26;0,01;0,08;4,53;91;30;7,9;78;"EA Tiburon";"E";0;88
"166";166;"Guitar Hero III: Legends of Rock";"X360";"2007";"Misc";"Activision";3,19;0,91;0,01;0,42;4,53;85;69;7,9;165;"Neversoft Entertainment";"T";0;43
"167";167;"Madden NFL 07";"PS2";"2006";"Sports";"Electronic Arts";3,63;0,24;0,01;0,61;4,49;84;29;8,2;39;"EA Sports";"E";0;146
"168";168;"Halo 5: Guardians";"XOne";"2015";"Shooter";"Microsoft Game Studios";2,78;1,27;0,03;0,41;4,48;84;101;6,4;2438;"343 Industries";"T";1;4
"169";169;"Spider-Man: The Movie";"PS2";"2002";"Action";"Activision";2,71;1,51;0,03;0,23;4,48;76;25;7,7;41;"Treyarch";"E";1;42
"170";170;"Call of Duty: Infinite Warfare";"PS4";"2016";"Shooter";"Activision";1,61;2;0,15;0,71;4,46;77;82;3,7;1129;"Infinity Ward";"M";1;15
"171";171;"God of War";"PS2";"2005";"Action";"Sony Computer Entertainment";2,71;1,29;0,02;0,43;4,45;94;75;8,9;997;"SCE Santa Monica";"M";0;5
"172";172;"Splatoon";"WiiU";"2015";"Shooter";"Nintendo";1,54;1,18;1,46;0,26;4,43;81;88;8,5;1184;"Nintendo";"E10+";1;67
"173";173;"Nintendo Land";"WiiU";"2012";"Misc";"Nintendo";2,52;1,11;0,46;0,33;4,42;77;61;7,9;471;"Nintendo";"E10+";1;67
"174";174;"Tony Hawk's Pro Skater 3";"PS2";"2001";"Sports";"Activision";2,66;1,29;0,01;0,46;4,41;97;34;7,5;298;"Neversoft Entertainment";"T";0;43
"175";175;"Winning Eleven: Pro Evolution Soccer 2007";"PS2";"2006";"Sports";"Konami Digital Entertainment";0,1;2,39;1,05;0,86;4,39;86;19;8,8;33;"Konami";"E";0;103
"176";176;"The Elder Scrolls IV: Oblivion";"X360";"2006";"Role-Playing";"Take-Two Interactive";2,82;1,03;0,13;0,4;4,38;94;90;8,7;1109;"Bethesda Softworks";"M";1;4
"177";177;"Need for Speed: Most Wanted";"PS2";"2005";"Racing";"Electronic Arts";2,03;1,79;0,08;0,47;4,37;82;36;9,1;137;"EA Canada";"T";0;152
"178";178;"Michael Jackson: The Experience";"Wii";"2010";"Misc";"Ubisoft";2,64;1,33;0,01;0,39;4,36;56;37;8,3;31;"Ubisoft Paris, Ubisoft Montpellier";"E10+";0;2
"179";179;"Resistance: Fall of Man";"PS3";"2006";"Shooter";"Sony Computer Entertainment";1,74;1,72;0,14;0,75;4,34;86;70;8,1;715;"Insomniac Games";"M";0;9
"180";180;"Kingdom Hearts II";"PS2";"2005";"Role-Playing";"Square Enix";2,2;0,58;1,38;0,17;4,33;87;64;9;766;"Square Enix";"E10+";0;40
"181";181;"Super Mario 3D World";"WiiU";"2013";"Platform";"Nintendo";2,11;1,16;0,73;0,32;4,32;93;83;9;1607;"Nintendo";"E";1;67
"182";182;"Fable II";"X360";"2008";"Role-Playing";"Microsoft Game Studios";2,51;1,24;0,11;0,41;4,27;89;95;6,6;2423;"Lionhead Studios";"M";0;6
"183";183;"Namco Museum";"GBA";"2001";"Misc";"Namco Bandai Games";3;1,11;0,05;0,07;4,24;79;10;7,3;6;"Mass Media";"E";0;13
"184";184;"Batman: Arkham Asylum";"PS3";"2009";"Action";"Eidos Interactive";2,24;1,31;0,07;0,61;4,23;91;70;8,8;1122;"Rocksteady Studios";"T";0;11
"185";185;"Metal Gear Solid 3: Snake Eater";"PS2";"2004";"Action";"Konami Digital Entertainment";1,46;0;0,83;1,93;4,23;91;68;9;955;"KCEJ";"M";0;11
"186";186;"Assassin's Creed: Revelations";"PS3";"2011";"Action";"Ubisoft";1,41;2,01;0,1;0,7;4,22;80;39;7,6;613;"Ubisoft Montreal";"M";0;88
"187";187;"Fallout 4";"XOne";"2015";"Role-Playing";"Bethesda Softworks";2,51;1,32;0,01;0,38;4,22;88;39;6,2;1749;"Bethesda Game Studios";"M";1;9
"188";188;"FIFA 14";"X360";"2013";"Sports";"Electronic Arts";0,92;2,89;0,01;0,4;4,22;84;41;4,2;435;"EA Canada";"E";0;152
"189";189;"Daxter";"PSP";"2006";"Platform";"Sony Computer Entertainment";2,45;1,01;0;0,75;4,21;85;59;8,6;109;"Ready at Dawn";"E10+";0;5
"190";190;"FIFA Soccer 06";"PS2";"2005";"Sports";"Electronic Arts";0,78;2,55;0,04;0,84;4,21;80;32;7,8;47;"EA Canada";"E";0;152
"191";191;"EyeToy Play";"PS2";"2003";"Misc";"Sony Computer Entertainment";0,88;2,3;0,2;0,83;4,2;80;32;7,5;22;"SCEE, Zoe Mode";"E";0;1
"192";192;"Gran Turismo 5 Prologue";"PS3";"2007";"Racing";"Sony Computer Entertainment";1,28;1,82;0,57;0,52;4,19;80;67;7,1;120;"Polyphony Digital";"E";1;7
"193";193;"Assassin's Creed: Revelations";"X360";"2011";"Action";"Ubisoft";2,25;1,47;0,04;0,43;4,19;80;77;7,2;564;"Ubisoft Montreal";"M";0;88
"194";194;"Street Fighter IV";"PS3";"2009";"Fighting";"Capcom";2,03;1,04;0,58;0,52;4,16;94;61;7,3;330;"Capcom";"T";0;128
"195";195;"Madden NFL 2003";"PS2";"2002";"Sports";"Electronic Arts";3,36;0,21;0,01;0,56;4,14;95;25;7,4;65;"EA Sports";"E";0;146
"196";196;"Half-Life";"PC";"1997";"Shooter";"Vivendi Games";4,03;0;0,09;0;4,12;96;24;9,1;3161;"Valve Software";"M";0;13
"197";197;"World of Warcraft: The Burning Crusade";"PC";"2007";"Role-Playing";"Activision";2,57;1,52;0;0;4,09;91;46;8;785;"Blizzard Entertainment";"T";0;20
"198";198;"Battlefield 1";"PS4";"2016";"Shooter";"Electronic Arts";1,1;2,15;0,21;0,61;4,08;89;31;8;809;"EA DICE";"M";1;24
"199";199;"God of War II";"PS2";"2007";"Action";"Sony Computer Entertainment";2,32;0,04;0,04;1,67;4,07;93;70;8,9;709;"SCE Santa Monica";"M";0;5
"200";200;"Fallout: New Vegas";"X360";"2010";"Role-Playing";"Bethesda Softworks";2,66;1,03;0,04;0,33;4,05;84;81;8,3;769;"Obsidian Entertainment";"M";0;16
"201";201;"Forza Motorsport 2";"X360";"2007";"Racing";"Microsoft Game Studios";2,35;1,27;0,03;0,41;4,05;90;66;8,3;381;"Turn 10";"E";1;5
"202";202;"Carnival Games";"Wii";"2007";"Misc";"Take-Two Interactive";2,12;1,47;0,05;0,42;4,05;56;27;6;44;"Cat Daddy Games";"E";0;3
"203";203;"Watch Dogs";"PS4";"2014";"Action";"Ubisoft";1,4;1,9;0,11;0,64;4,05;80;80;6,3;2996;"Ubisoft Montreal";"M";0;88
"204";204;"Tekken Tag Tournament";"PS2";"2000";"Fighting";"Namco Bandai Games";1,68;1,51;0,51;0,35;4,05;85;25;8,5;117;"Namco";"T";0;56
"205";205;"Far Cry 4";"PS4";"2014";"Shooter";"Ubisoft";1,13;2,18;0,1;0,63;4,04;85;83;7,7;1653;"Ubisoft Montreal";"M";0;88
"206";206;"Left 4 Dead 2";"X360";"2009";"Shooter";"Electronic Arts";2,67;0,87;0,05;0,38;3,97;89;76;8,6;681;"Valve Software";"M";0;13
"207";207;"The Witcher 3: Wild Hunt";"PS4";"2015";"Role-Playing";"Namco Bandai Games";1,02;2,13;0,23;0,59;3,97;92;79;9,2;10179;"CD Projekt Red Studio";"M";0;7
"208";208;"Assassin's Creed: Unity";"PS4";"2014";"Action";"Ubisoft";1,19;2,07;0,08;0,62;3,96;70;40;4,9;2050;"Ubisoft, Ubisoft Montreal";"M";0;3
"209";209;"Batman: Arkham Knight";"PS4";"2015";"Action";"Warner Bros. Interactive Entertainment";1,53;1,69;0,1;0,64;3,95;87;89;7,8;2679;"Rocksteady Studios";"M";0;11
"210";210;"The Legend of Zelda: Skyward Sword";"Wii";"2011";"Action";"Nintendo";2,03;1,16;0,37;0,38;3,95;93;81;8;1958;"Nintendo";"E10+";1;67
"211";211;"Fallout 3";"PS3";"2008";"Role-Playing";"Bethesda Softworks";2,15;1,13;0,07;0,59;3,94;90;57;8;910;"Bethesda Game Studios";"M";1;9
"212";212;"Professor Layton and the Diabolical Box";"DS";"2007";"Puzzle";"Nintendo";0,9;1,76;0,92;0,37;3,94;84;65;8,7;72;"Level 5";"E10+";1;15
"213";213;"EA Sports Active";"Wii";"2009";"Sports";"Electronic Arts";2,09;1,35;0,06;0,4;3,9;81;27;8,7;39;"EA Canada";"E";0;152
"214";214;"Tony Hawk's Underground";"PS2";"2003";"Sports";"Activision";2,29;1,17;0,01;0,42;3,9;90;38;8,7;121;"Neversoft Entertainment";"T";0;43
"215";215;"Monster Hunter 4 Ultimate";"3DS";"2014";"Role-Playing";"Nintendo";0,68;0,48;2,62;0,11;3,89;86;80;8,6;348;"Capcom";"T";0;128
"216";216;"The Elder Scrolls V: Skyrim";"PC";"2011";"Role-Playing";"Bethesda Softworks";1,16;2,12;0;0,6;3,88;94;32;8,2;9073;"Bethesda Game Studios";"M";1;9
"217";217;"NBA 2K16";"PS4";"2015";"Sports";"Take-Two Interactive";2,49;0,66;0,03;0,69;3,88;87;51;6,7;364;"Visual Concepts";"E10+";0;69
"218";218;"Tekken 5";"PS2";"2005";"Fighting";"Namco Bandai Games";0,93;1,94;0,31;0,7;3,87;88;62;8,7;229;"Namco";"T";0;56
"219";219;"MotorStorm";"PS3";"2006";"Racing";"Sony Computer Entertainment";1,53;1,6;0,06;0,67;3,87;84;9;7,4;220;"Evolution Studios";"T";0;6
"220";220;"World Soccer Winning Eleven 8 International";"PS2";"2004";"Sports";"Konami Digital Entertainment";0,16;1,89;1,12;0,68;3,85;91;26;8,4;38;"KCET";"E";0;26
"221";221;"Sports Champions";"PS3";"2010";"Sports";"Sony Computer Entertainment";2,13;1,12;0,1;0,5;3,84;76;64;7,9;104;"SCEA, Zindagi Games";"E10+";0;1
"222";222;"Call of Duty: Ghosts";"PS4";"2013";"Shooter";"Activision";1,78;1,43;0,05;0,57;3,83;78;49;3,8;1564;"Infinity Ward";"M";1;15
"223";223;"Flash Focus: Vision Training in Minutes a Day";"DS";"2007";"Misc";"Nintendo";0,86;1,56;1,05;0,35;3,83;59;22;4,4;4;"Nintendo, Namco Bandai Games";"E";1;1
"224";224;"Tom Clancy's The Division";"PS4";"2016";"Shooter";"Ubisoft";1,35;1,7;0,15;0,6;3,8;80;64;7;2219;"Massive Entertainment";"M";0;4
"225";225;"Big Brain Academy: Wii Degree";"Wii";"2007";"Misc";"Nintendo";1,05;1,91;0,41;0,42;3,79;68;33;6,9;39;"Nintendo";"E";1;67
"226";226;"LEGO Indiana Jones: The Original Adventures";"X360";"2008";"Action";"Activision";2,4;1,01;0;0,36;3,76;77;60;7,6;66;"Traveller's Tales";"E10+";0;68
"227";227;"The Sims: Unleashed";"PC";"2002";"Simulation";"Electronic Arts";2,03;1,56;0;0,17;3,76;79;21;7,7;29;"Maxis";"T";0;42
"228";228;"Harry Potter and the Sorcerer's Stone";"PS";"2001";"Action";"Electronic Arts";1,37;2;0,14;0,22;3,73;64;11;7,5;41;"Argonaut Games";"E";0;15
"229";229;"Super Paper Mario";"Wii";"2007";"Platform";"Nintendo";1,95;0,86;0,59;0,31;3,71;85;56;7,9;417;"Intelligent Systems";"E";0;19
"230";230;"Spyro: Year of the Dragon";"PS";"2000";"Platform";"Sony Computer Entertainment";1,93;1,58;0;0,19;3,71;91;15;8,9;207;"Insomniac Games";"E";0;9
"231";231;"Assassin's Creed IV: Black Flag";"PS3";"2013";"Action";"Ubisoft";1,33;1,68;0,13;0,57;3,71;88;36;8,2;840;"Ubisoft";"M";0;106
"232";232;"FIFA Soccer 2005";"PS2";"2004";"Sports";"Electronic Arts";0,58;2,48;0,04;0,59;3,7;81;27;7,6;56;"EA Canada";"E";0;152
"233";233;"Tony Hawk's Pro Skater 4";"PS2";"2002";"Sports";"Activision";2,13;1,18;0,01;0,35;3,67;94;27;8,4;128;"Neversoft Entertainment";"T";0;43
"234";234;"MySims";"DS";"2007";"Simulation";"Electronic Arts";1,58;1,59;0,08;0,41;3,66;67;15;6,8;13;"TOSE";"E";0;34
"235";235;"Midnight Club 3: DUB Edition";"PSP";"2005";"Racing";"Take-Two Interactive";1,65;1,21;0;0,79;3,65;74;34;8,5;31;"Rockstar Leeds";"E10+";1;9
"236";236;"SOCOM: U.S. Navy SEALs";"PS2";"2002";"Shooter";"Sony Computer Entertainment";2,53;0,81;0,06;0,24;3,65;82;42;7,9;82;"Zipper Interactive";"M";0;8
"237";237;"Jak and Daxter: The Precursor Legacy";"PS2";"2001";"Platform";"Sony Computer Entertainment";2,08;1,09;0,15;0,33;3,64;90;35;8,8;312;"Naughty Dog";"E";1;10
"238";238;"Pro Evolution Soccer 2008";"PS2";"2007";"Sports";"Konami Digital Entertainment";0,05;0;0,64;2,93;3,63;82;10;7,9;38;"Konami";"E";0;103
"239";239;"Resident Evil 4";"PS2";"2005";"Action";"Capcom";2,08;0,83;0,46;0,25;3,62;96;38;9;1013;"Capcom";"M";0;128
"240";240;"Guitar Hero: World Tour";"Wii";"2008";"Misc";"Activision";2,32;0,96;0;0,34;3,62;86;18;7,6;71;"Vicarious Visions";"T";0;60
"241";241;"FIFA Soccer 10";"PS3";"2009";"Sports";"Electronic Arts";0,6;2,45;0,05;0,52;3,62;91;56;7,5;203;"EA Sports";"E";0;146
"242";242;"Star Wars: Battlefront";"PS2";"2004";"Shooter";"LucasArts";1,93;1,22;0,03;0,44;3,61;82;36;8,7;142;"Pandemic Studios";"T";0;16
"243";243;"The Simpsons: Road Rage";"PS2";"2001";"Racing";"Electronic Arts";2,02;1,17;0;0,42;3,61;64;23;7,7;32;"Fox Interactive";"T";0;2
"244";244;"Luigi's Mansion";"GC";"2001";"Action";"Nintendo";2,38;0,67;0,46;0,1;3,6;78;34;8,5;161;"Nintendo";"E";1;67
"245";245;"Battlefield 4";"PS4";"2013";"Shooter";"Electronic Arts";1,35;1,55;0,17;0,51;3,59;85;18;7;1580;"EA DICE";"M";1;24
"246";246;"Star Wars: Battlefront II";"PS2";"2005";"Shooter";"LucasArts";2,18;1,02;0,03;0,37;3,59;84;30;8,9;268;"Pandemic Studios";"T";0;16
"247";247;"Cooking Mama 2: Dinner With Friends";"DS";"2007";"Simulation";"505 Games";1,6;1,49;0,1;0,39;3,58;70;39;8;9;"Office Create";"E";0;1
"248";248;"Grand Theft Auto: Liberty City Stories";"PS2";"2006";"Action";"Take-Two Interactive";1,56;1,4;0,07;0,5;3,54;78;49;7,8;112;"Rockstar Leeds";"M";1;9
"249";249;"The Getaway";"PS2";"2002";"Action";"Sony Computer Entertainment";1,23;1,77;0,05;0,49;3,54;72;49;6,8;88;"Team Soho";"M";0;1
"250";250;"James Bond 007: Agent Under Fire";"PS2";"2001";"Shooter";"Electronic Arts";1,9;1,13;0,1;0,41;3,53;72;27;7,9;48;"EA Redwood Shores";"T";0;21
"251";251;"FIFA Soccer 11";"X360";"2010";"Sports";"Electronic Arts";0,71;2,39;0,02;0,4;3,52;88;66;7,5;155;"EA Sports";"E";0;146
"252";252;"Left 4 Dead";"X360";"2008";"Shooter";"Electronic Arts";2,66;0,49;0,05;0,3;3,51;89;67;7,9;1309;"Certain Affinity";"M";0;1
"253";253;"Assassin's Creed: Unity";"XOne";"2014";"Action";"Ubisoft";2,27;0,9;0;0,33;3,5;72;59;4,1;1005;"Ubisoft, Ubisoft Montreal";"M";0;3
"254";254;"Resident Evil 5";"X360";"2009";"Action";"Capcom";2,11;0,93;0,12;0,34;3,5;83;91;7,5;523;"Capcom";"M";0;128
"255";255;"Assassin's Creed: Brotherhood";"X360";"2010";"Action";"Ubisoft";2,85;0,38;0,03;0,24;3,49;89;81;8,3;693;"Ubisoft Montreal";"M";0;88
"256";256;"FIFA Soccer 2004";"PS2";"N/A";"Sports";"Electronic Arts";0,59;2,36;0,04;0,51;3,49;84;20;6,4;76;"EA Canada";"E";0;152
"257";257;"Battlefield 4";"PS3";"2013";"Shooter";"Electronic Arts";1,3;1,42;0,27;0,5;3,49;80;14;5,9;579;"EA DICE";"M";1;24
"258";258;"Batman: Arkham Asylum";"X360";"2009";"Action";"Eidos Interactive";2,2;0,95;0,02;0,31;3,48;92;78;8,7;1080;"Rocksteady Studios";"T";0;11
"259";259;"Battlefield 4";"X360";"2013";"Shooter";"Electronic Arts";2,15;1,01;0,02;0,31;3,48;79;21;5,7;542;"EA DICE";"M";1;24
"260";260;"Battlefield: Bad Company 2";"X360";"2010";"Shooter";"Electronic Arts";2,1;1,01;0,04;0,32;3,47;88;75;8,6;869;"EA DICE";"M";1;24
"261";261;"Guitar Hero: On Tour";"DS";"2008";"Misc";"Activision";2,1;1,01;0,01;0,35;3,46;71;70;8,5;29;"Vicarious Visions";"E10+";0;60
"262";262;"Clubhouse Games";"DS";"2006";"Misc";"Nintendo";0,59;1,79;0,73;0,34;3,45;83;30;8,3;28;"Agenda";"E";0;1
"263";263;"Borderlands";"X360";"2009";"Shooter";"Take-Two Interactive";2,4;0,71;0,03;0,29;3,44;84;83;8,2;715;"Gearbox Software";"M";0;27
"264";264;"Tekken 4";"PS2";"2002";"Fighting";"Namco Bandai Games";1,55;1,27;0,33;0,29;3,44;79;23;8,2;126;"Namco";"T";0;56
"265";265;"Grand Theft Auto 2";"PS";"1998";"Action";"Take-Two Interactive";1,13;2,07;0;0,22;3,42;70;15;8;67;"DMA Design";"T";0;2
"266";266;"Metal Gear Solid V: The Phantom Pain";"PS4";"2015";"Action";"Konami Digital Entertainment";1,09;1,36;0,49;0,48;3,41;93;86;8,2;3943;"Kojima Productions, Moby Dick Studio";"M";0;2
"267";267;"Spider-Man 2";"PS2";"2004";"Action";"Activision";1,75;1,2;0,02;0,43;3,41;80;50;8,8;106;"Treyarch";"T";1;42
"268";268;"FIFA Soccer 2003";"PS2";"2002";"Sports";"Electronic Arts";0,46;2,28;0,05;0,61;3,4;88;15;6,5;35;"EA Canada";"E";0;152
"269";269;"LittleBigPlanet 2";"PS3";"2011";"Platform";"Sony Computer Entertainment";1,83;1,05;0,06;0,46;3,39;91;86;8,4;657;"Media Molecule";"E";1;3
"270";270;"Crash Bash";"PS";"2000";"Misc";"Sony Computer Entertainment";1,56;1,47;0,19;0,17;3,39;68;12;8,2;99;"Eurocom Entertainment Software";"E";0;40
"271";271;"Assassin's Creed Syndicate";"PS4";"2015";"Action";"Ubisoft";0,81;1,99;0,07;0,52;3,39;76;86;6,9;1319;"Ubisoft Quebec";"M";0;12
"272";272;"LEGO Batman: The Videogame";"X360";"2008";"Action";"Warner Bros. Interactive Entertainment";2,04;1,02;0;0,32;3,38;76;49;7,8;75;"Traveller's Tales";"E10+";0;68
"273";273;"Destiny";"XOne";"2014";"Shooter";"Activision";2,14;0,92;0;0,31;3,37;75;11;5,5;1735;"Bungie Software, Bungie";"T";1;5
"274";274;"Far Cry 3";"PS3";"2012";"Shooter";"Ubisoft";0,88;1,7;0,1;0,67;3,35;90;32;8,5;1041;"Ubisoft Montreal";"M";0;88
"275";275;"James Bond 007: Nightfire";"PS2";"2002";"Shooter";"Electronic Arts";1,45;1,29;0,12;0,46;3,33;77;20;8,5;66;"Eurocom Entertainment Software";"T";0;40
"276";276;"Star Wars Episode III: Revenge of the Sith";"PS2";"2005";"Action";"LucasArts";1,47;1,39;0,03;0,43;3,32;60;34;7,2;82;"Double Helix Games";"T";0;19
"277";277;"The Legend of Zelda: Spirit Tracks";"DS";"2009";"Action";"Nintendo";1,4;0,91;0,74;0,26;3,31;87;75;7,9;228;"Nintendo";"E10+";1;67
"278";278;"Max Payne";"PS2";"2001";"Shooter";"Take-Two Interactive";1,99;1,05;0,05;0,22;3,31;80;21;8,4;86;"Rockstar Toronto";"M";0;7
"279";279;"Assassin's Creed IV: Black Flag";"X360";"2013";"Action";"Ubisoft";1,9;1,11;0,01;0,29;3,3;86;35;7,9;701;"Ubisoft";"M";0;106
"280";280;"The Lord of the Rings: The Return of the King";"PS2";"2003";"Action";"Electronic Arts";1,5;1,28;0,05;0,46;3,28;85;31;8,6;105;"EA Games";"T";0;24
"281";281;"Gears of War: Ultimate Edition";"XOne";"2015";"Shooter";"Microsoft Game Studios";2,61;0,33;0;0,34;3,28;82;74;7,5;563;"Splash Damage, The Coalition";"M";1;1
"282";282;"True Crime: Streets of LA";"PS2";"2003";"Action";"Activision";1,89;1,05;0,02;0,31;3,27;77;39;7,9;94;"Luxoflux, Inc.";"M";0;8
"283";283;"Professor Layton and the Unwound Future";"DS";"2008";"Puzzle";"Nintendo";0,6;1,57;0,82;0,27;3,26;86;62;8,9;111;"Level 5";"E10+";1;15
"284";284;"FIFA 16";"XOne";"2015";"Sports";"Electronic Arts";0,89;2,12;0;0,24;3,25;84;45;4,4;459;"EA Sports";"E";0;146
"285";285;"Wii Music";"Wii";"2008";"Misc";"Nintendo";1,35;1,11;0,46;0,32;3,25;63;43;4,6;116;"Nintendo";"E";1;67
"286";286;"Madden NFL 16";"PS4";"2015";"Sports";"Electronic Arts";2,34;0,3;0;0,6;3,24;83;37;5,9;180;"EA Sports";"E";0;146
"287";287;"Gran Turismo 6";"PS3";"2013";"Racing";"Sony Computer Entertainment";0,72;1,67;0,4;0,44;3,23;81;81;8;758;"Polyphony Digital";"E";1;7
"288";288;"Halo: The Master Chief Collection";"XOne";"2014";"Shooter";"Microsoft Game Studios";1,91;1;0,03;0,29;3,23;85;69;7,2;1267;"343 Industries";"M";1;4
"289";289;"Super Mario Maker";"WiiU";"2015";"Platform";"Nintendo";1,18;0,89;0,94;0,2;3,21;88;85;8,7;691;"Nintendo";"E";1;67
"290";290;"God of War: Chains of Olympus";"PSP";"2008";"Action";"Sony Computer Entertainment";1,48;1;0,04;0,66;3,18;91;79;8,6;565;"Ready at Dawn";"M";0;5
"291";291;"Enter the Matrix";"PS2";"2003";"Action";"Atari";1,78;1,12;0,09;0,19;3,18;62;30;8,1;137;"Shiny Entertainment";"T";0;10
"292";292;"Crisis Core: Final Fantasy VII";"PSP";"2007";"Role-Playing";"Square Enix";1,35;0,59;0,8;0,43;3,18;83;67;8,7;463;"Square Enix";"T";0;40
"293";293;"Dance Central";"X360";"2010";"Misc";"MTV Games";2,15;0,76;0,01;0,26;3,17;82;63;7,6;85;"Harmonix Music Systems";"T";0;32
"294";294;"L.A. Noire";"PS3";"2011";"Adventure";"Take-Two Interactive";1,27;1,29;0,12;0,49;3,17;89;78;7,8;1010;"Team Bondi";"M";0;2
"295";295;"Ace Combat 04: Shattered Skies";"PS2";"2001";"Simulation";"Sony Computer Entertainment Europe";2,06;0,56;0,38;0,17;3,17;89;22;8,9;95;"Namco";"E";0;56
"296";296;"Animal Crossing";"GC";"2001";"Simulation";"Nintendo";1,92;0,16;0,99;0,09;3,15;87;42;8,8;137;"Nintendo";"E";1;67
"297";297;"FIFA Soccer 08";"PS2";"2007";"Sports";"Electronic Arts";0,68;0;0;2,46;3,14;83;12;6,6;36;"EA Canada";"E";0;152
"298";298;"Spider-Man";"PS";"2000";"Action";"Activision";1,7;1,25;0,02;0,16;3,13;87;19;8,8;107;"Neversoft Entertainment";"E";0;43
"299";299;"Mario Party 9";"Wii";"2012";"Misc";"Nintendo";1,06;1,09;0,76;0,22;3,13;73;45;6,8;155;"Nd Cube";"E";1;4
"300";300;"Sonic Rush";"DS";"2005";"Platform";"Sega";1,21;1,56;0,06;0,29;3,12;82;43;8,4;101;"Dimps Corporation, Sonic Team";"E";0;1
"301";301;"Rhythm Heaven";"DS";"2008";"Misc";"Nintendo";0,55;0,5;1,93;0,13;3,11;83;48;8,6;63;"Nintendo";"E";1;67
"302";302;"Fallout: New Vegas";"PS3";"2010";"Role-Playing";"Bethesda Softworks";1,52;1,03;0,1;0,46;3,11;82;57;7,9;492;"Obsidian Entertainment";"M";0;16
"303";303;"Personal Trainer: Cooking";"DS";"2006";"Misc";"Nintendo";0,9;1;1,03;0,17;3,11;81;12;7,8;10;"Indies Zero";"E";0;9
"304";304;"The Elder Scrolls IV: Oblivion";"PS3";"2007";"Role-Playing";"Ubisoft";1,69;0,85;0,14;0,43;3,1;93;45;8;604;"4J Studios";"M";0;5
"305";305;"The Legend of Zelda: A Link Between Worlds";"3DS";"2013";"Action";"Nintendo";1,4;1,01;0,46;0,23;3,1;91;81;8,9;1057;"Nintendo";"E";1;67
"306";306;"Resident Evil 6";"PS3";"2012";"Shooter";"Capcom";0,88;0,94;0,88;0,4;3,1;74;34;5,5;1304;"Capcom";"M";0;128
"307";307;"Mass Effect 2";"X360";"2010";"Role-Playing";"Electronic Arts";1,99;0,81;0,03;0,27;3,1;96;98;8,9;3143;"BioWare";"M";0;22
"308";308;"Dragon Ball Z: Budokai";"PS2";"2002";"Fighting";"Atari";2,17;0,28;0,55;0,08;3,09;67;28;7,9;71;"Dimps Corporation";"T";0;20
"309";309;"Madden NFL 2002";"PS2";"2001";"Sports";"Electronic Arts";2,5;0,16;0,01;0,42;3,08;94;23;7,4;46;"EA Sports";"E";0;146
"310";310;"The Sims: Vacation";"PC";"2002";"Simulation";"Electronic Arts";1,72;1,21;0;0,14;3,07;75;18;7,9;22;"Maxis";"T";0;42
"311";311;"LEGO Batman: The Videogame";"Wii";"N/A";"Action";"Warner Bros. Interactive Entertainment";1,8;0,97;0;0,29;3,06;74;17;7,9;22;"Traveller's Tales";"E10+";0;68
"312";312;"Animal Crossing: Happy Home Designer";"3DS";"2015";"Simulation";"Nintendo";0,51;1,02;1,4;0,12;3,05;66;60;6,9;106;"Nintendo";"E";1;67
"313";313;"The Sims 4";"PC";"2014";"Simulation";"Electronic Arts";1;1,82;0;0,23;3,05;70;74;4;2057;"Maxis";"T";0;42
"314";314;"Borderlands 2";"X360";"2012";"Shooter";"Take-Two Interactive";1,89;0,88;0,04;0,25;3,05;89;59;8,3;892;"Gearbox Software";"M";0;27
"315";315;"LEGO Batman: The Videogame";"DS";"2008";"Action";"Warner Bros. Interactive Entertainment";1,75;1,01;0;0,29;3,05;72;16;7,9;16;"TT Fusion";"E10+";0;9
"316";316;"Kung Fu Panda";"X360";"2008";"Action";"Activision";1,91;0,84;0;0,29;3,04;75;42;7,4;32;"Luxoflux, Inc.";"E10+";0;8
"317";317;"Mass Effect 3";"X360";"2012";"Role-Playing";"Electronic Arts";1,94;0,84;0,03;0,24;3,04;93;74;5,9;3725;"BioWare";"M";0;22
